gender,medal,type,year,country,abb,longitude,latitude
Men,Gold,Athletics,2000,Thailand,THA,100.992541,15.870032
Men,Gold,Athletics,2000,Thailand,THA,100.992541,15.870032
Men,Silver,Athletics,2000,Australia,AUS,133.775136,-25.274398
Men,Silver,Athletics,2000,Australia,AUS,133.775136,-25.274398
Men,Silver,Athletics,2000,Australia,AUS,133.775136,-25.274398
Men,Silver,Athletics,2000,Australia,AUS,133.775136,-25.274398
Men,Bronze,Athletics,2000,Canada,CAN,-106.346771,56.130366
Men,Bronze,Athletics,2000,Canada,CAN,-106.346771,56.130366
Men,Bronze,Athletics,2000,Canada,CAN,-106.346771,56.130366
Men,Bronze,Athletics,2000,Canada,CAN,-106.346771,56.130366
Men,Gold,Athletics,2000,Portugal,POR,-8.224454,39.399872
Men,Gold,Athletics,2000,Portugal,POR,-8.224454,39.399872
Men,Gold,Athletics,2000,Portugal,POR,-8.224454,39.399872
Men,Gold,Athletics,2000,Portugal,POR,-8.224454,39.399872
Men,Silver,Athletics,2000,Spain,ESP,-3.74922,40.463667
Men,Silver,Athletics,2000,Spain,ESP,-3.74922,40.463667
Men,Silver,Athletics,2000,Spain,ESP,-3.74922,40.463667
Men,Silver,Athletics,2000,Spain,ESP,-3.74922,40.463667
Men,Bronze,Athletics,2000,Belarus,BLR,27.953389,53.709807
Men,Bronze,Athletics,2000,Belarus,BLR,27.953389,53.709807
Men,Bronze,Athletics,2000,Belarus,BLR,27.953389,53.709807
Men,Bronze,Athletics,2000,Belarus,BLR,27.953389,53.709807
Men,Gold,Athletics,2000,Australia,AUS,133.775136,-25.274398
Men,Gold,Athletics,2000,Australia,AUS,133.775136,-25.274398
Men,Gold,Athletics,2000,Australia,AUS,133.775136,-25.274398
Men,Gold,Athletics,2000,Australia,AUS,133.775136,-25.274398
Men,Silver,Athletics,2000,France,FRA,2.213749,46.227638
Men,Silver,Athletics,2000,France,FRA,2.213749,46.227638
Men,Silver,Athletics,2000,France,FRA,2.213749,46.227638
Men,Silver,Athletics,2000,France,FRA,2.213749,46.227638
Men,Bronze,Athletics,2000,Hong Kong,HKG,114.109497,22.396428
Men,Bronze,Athletics,2000,Hong Kong,HKG,114.109497,22.396428
Men,Bronze,Athletics,2000,Hong Kong,HKG,114.109497,22.396428
Men,Bronze,Athletics,2000,Hong Kong,HKG,114.109497,22.396428
Men,Gold,Athletics,2000,Australia,AUS,133.775136,-25.274398
Men,Gold,Athletics,2000,Australia,AUS,133.775136,-25.274398
Men,Gold,Athletics,2000,Australia,AUS,133.775136,-25.274398
Men,Gold,Athletics,2000,Australia,AUS,133.775136,-25.274398
Men,Silver,Athletics,2000,Spain,ESP,-3.74922,40.463667
Men,Silver,Athletics,2000,Spain,ESP,-3.74922,40.463667
Men,Silver,Athletics,2000,Spain,ESP,-3.74922,40.463667
Men,Silver,Athletics,2000,Spain,ESP,-3.74922,40.463667
Men,Bronze,Athletics,2000,France,FRA,2.213749,46.227638
Men,Bronze,Athletics,2000,France,FRA,2.213749,46.227638
Men,Bronze,Athletics,2000,France,FRA,2.213749,46.227638
Men,Bronze,Athletics,2000,France,FRA,2.213749,46.227638
Men,Gold,Athletics,2000,France,FRA,2.213749,46.227638
Men,Gold,Athletics,2000,France,FRA,2.213749,46.227638
Men,Gold,Athletics,2000,France,FRA,2.213749,46.227638
Men,Gold,Athletics,2000,France,FRA,2.213749,46.227638
Men,Silver,Athletics,2000,Thailand,THA,100.992541,15.870032
Men,Silver,Athletics,2000,Thailand,THA,100.992541,15.870032
Men,Silver,Athletics,2000,Thailand,THA,100.992541,15.870032
Men,Silver,Athletics,2000,Thailand,THA,100.992541,15.870032
Men,Bronze,Athletics,2000,Germany,GER,10.451526,51.165691
Men,Bronze,Athletics,2000,Germany,GER,10.451526,51.165691
Men,Bronze,Athletics,2000,Germany,GER,10.451526,51.165691
Men,Bronze,Athletics,2000,Germany,GER,10.451526,51.165691
Men,Gold,Athletics,2004,Angola,ANG,17.873887,-11.202692
Men,Silver,Athletics,2004,France,FRA,2.213749,46.227638
Men,Bronze,Athletics,2004,Spain,ESP,-3.74922,40.463667
Men,Gold,Athletics,2004,Nigeria,NGR,8.675277,9.081999
Men,Silver,Athletics,2004,Venezuela,VEN,-66.58973,6.42375
Men,Bronze,Athletics,2004,Germany,GER,10.451526,51.165691
Men,Gold,Athletics,2004,United States of America,USA,-95.712891,37.09024
Men,Silver,Athletics,2004,Brazil,BRA,-51.92528,-14.235004
Men,Bronze,Athletics,2004,Cuba,CUB,-77.781167,21.521757
Men,Gold,Athletics,2004,South Africa,RSA,22.937506,-30.559482
Men,Silver,Athletics,2004,Iceland,ISL,-19.020835,64.963051
Men,Bronze,Athletics,2004,China,CHN,104.195397,35.86166
Men,Gold,Athletics,2004,Ukraine,UKR,31.16558,48.379433
Men,Silver,Athletics,2004,Hong Kong,HKG,114.109497,22.396428
Men,Bronze,Athletics,2004,China,CHN,104.195397,35.86166
Men,Gold,Athletics,2004,China,CHN,104.195397,35.86166
Men,Silver,Athletics,2004,Poland,POL,19.145136,51.919438
Men,Bronze,Athletics,2004,Australia,AUS,133.775136,-25.274398
Men,Gold,Athletics,2004,Australia,AUS,133.775136,-25.274398
Men,Silver,Athletics,2004,China,CHN,104.195397,35.86166
Men,Bronze,Athletics,2004,Tunisia,TUN,9.537499,33.886917
Men,Gold,Athletics,2004,Germany,GER,10.451526,51.165691
Men,Silver,Athletics,2004,France,FRA,2.213749,46.227638
Men,Bronze,Athletics,2004,Germany,GER,10.451526,51.165691
Men,Gold,Athletics,2004,United States of America,USA,-95.712891,37.09024
Men,Silver,Athletics,2004,United States of America,USA,-95.712891,37.09024
Men,Bronze,Athletics,2004,South Africa,RSA,22.937506,-30.559482
Men,Gold,Athletics,2004,Zimbabwe,ZIM,29.154857,-19.015438
Men,Silver,Athletics,2004,Australia,AUS,133.775136,-25.274398
Men,Bronze,Athletics,2004,France,FRA,2.213749,46.227638
Men,Gold,Athletics,2004,Mexico,MEX,-102.552784,23.634501
Men,Silver,Athletics,2004,Switzerland,SUI,8.227512,46.818188
Men,Bronze,Athletics,2004,Canada,CAN,-106.346771,56.130366
Men,Gold,Athletics,2004,Korea,KOR,127.766922,35.907757
Men,Silver,Athletics,2004,Kuwait,KUW,47.481766,29.31166
Men,Bronze,Athletics,2004,United States of America,USA,-95.712891,37.09024
Men,Gold,Athletics,2004,Finland,FIN,25.748151,61.92411
Men,Silver,Athletics,2004,Great Britain,GBR,-3.435973,55.378051
Men,Bronze,Athletics,2004,Netherlands,NED,5.291266,52.132633
Men,Gold,Athletics,2004,Angola,ANG,17.873887,-11.202692
Men,Silver,Athletics,2004,Spain,ESP,-3.74922,40.463667
Men,Bronze,Athletics,2004,Ukraine,UKR,31.16558,48.379433
Men,Gold,Athletics,2004,Nigeria,NGR,8.675277,9.081999
Men,Silver,Athletics,2004,Germany,GER,10.451526,51.165691
Men,Bronze,Athletics,2004,Venezuela,VEN,-66.58973,6.42375
Men,Gold,Athletics,2004,Brazil,BRA,-51.92528,-14.235004
Men,Silver,Athletics,2004,South Africa,RSA,22.937506,-30.559482
Men,Bronze,Athletics,2004,Cuba,CUB,-77.781167,21.521757
Men,Gold,Athletics,2004,South Africa,RSA,22.937506,-30.559482
Men,Silver,Athletics,2004,Iceland,ISL,-19.020835,64.963051
Men,Bronze,Athletics,2004,Great Britain,GBR,-3.435973,55.378051
Men,Gold,Athletics,2004,Hong Kong,HKG,114.109497,22.396428
Men,Silver,Athletics,2004,Ukraine,UKR,31.16558,48.379433
Men,Bronze,Athletics,2004,Great Britain,GBR,-3.435973,55.378051
Men,Gold,Athletics,2004,New Zealand,NZL,174.885971,-40.900557
Men,Silver,Athletics,2004,China,CHN,104.195397,35.86166
Men,Bronze,Athletics,2004,Algeria,ALG,1.659626,28.033886
Men,Gold,Athletics,2004,Australia,AUS,133.775136,-25.274398
Men,Silver,Athletics,2004,Tunisia,TUN,9.537499,33.886917
Men,Bronze,Athletics,2004,China,CHN,104.195397,35.86166
Men,Gold,Athletics,2004,Germany,GER,10.451526,51.165691
Men,Silver,Athletics,2004,France,FRA,2.213749,46.227638
Men,Bronze,Athletics,2004,Germany,GER,10.451526,51.165691
Men,Gold,Athletics,2004,South Africa,RSA,22.937506,-30.559482
Men,Silver,Athletics,2004,United States of America,USA,-95.712891,37.09024
Men,Bronze,Athletics,2004,United States of America,USA,-95.712891,37.09024
Men,Gold,Athletics,2004,Brazil,BRA,-51.92528,-14.235004
Men,Silver,Athletics,2004,France,FRA,2.213749,46.227638
Men,Bronze,Athletics,2004,Australia,AUS,133.775136,-25.274398
Men,Gold,Athletics,2004,Mexico,MEX,-102.552784,23.634501
Men,Silver,Athletics,2004,Sweden,SWE,18.643501,60.128161
Men,Bronze,Athletics,2004,Italy,ITA,12.56738,41.87194
Men,Gold,Athletics,2004,Canada,CAN,-106.346771,56.130366
Men,Silver,Athletics,2004,Mexico,MEX,-102.552784,23.634501
Men,Bronze,Athletics,2004,Switzerland,SUI,8.227512,46.818188
Men,Gold,Athletics,2004,Korea,KOR,127.766922,35.907757
Men,Silver,Athletics,2004,Kuwait,KUW,47.481766,29.31166
Men,Bronze,Athletics,2004,Thailand,THA,100.992541,15.870032
Men,Gold,Athletics,2004,Finland,FIN,25.748151,61.92411
Men,Silver,Athletics,2004,Netherlands,NED,5.291266,52.132633
Men,Bronze,Athletics,2004,Great Britain,GBR,-3.435973,55.378051
Men,Gold,Athletics,2004,Angola,ANG,17.873887,-11.202692
Men,Silver,Athletics,2004,Spain,ESP,-3.74922,40.463667
Men,Bronze,Athletics,2004,France,FRA,2.213749,46.227638
Men,Gold,Athletics,2004,Nigeria,NGR,8.675277,9.081999
Men,Silver,Athletics,2004,China,CHN,104.195397,35.86166
Men,Bronze,Athletics,2004,Belarus,BLR,27.953389,53.709807
Men,Gold,Athletics,2004,United States of America,USA,-95.712891,37.09024
Men,Silver,Athletics,2004,Ireland,IRL,-8.24389,53.41291
Men,Bronze,Athletics,2004,Portugal,POR,-8.224454,39.399872
Men,Gold,Athletics,2004,Russia,RUS,105.318756,61.52401
Men,Silver,Athletics,2004,Hong Kong,HKG,114.109497,22.396428
Men,Bronze,Athletics,2004,Poland,POL,19.145136,51.919438
Men,Gold,Athletics,2004,Ukraine,UKR,31.16558,48.379433
Men,Silver,Athletics,2004,China,CHN,104.195397,35.86166
Men,Bronze,Athletics,2004,United Arab Emirates,UAE,53.847818,23.424076
Men,Gold,Athletics,2004,Australia,AUS,133.775136,-25.274398
Men,Silver,Athletics,2004,South Africa,RSA,22.937506,-30.559482
Men,Bronze,Athletics,2004,Great Britain,GBR,-3.435973,55.378051
Men,Gold,Athletics,2004,United States of America,USA,-95.712891,37.09024
Men,Silver,Athletics,2004,Australia,AUS,133.775136,-25.274398
Men,Bronze,Athletics,2004,United States of America,USA,-95.712891,37.09024
Men,Gold,Athletics,2004,Brazil,BRA,-51.92528,-14.235004
Men,Silver,Athletics,2004,Australia,AUS,133.775136,-25.274398
Men,Bronze,Athletics,2004,China,CHN,104.195397,35.86166
Men,Gold,Athletics,2004,Japan,JPN,138.252924,36.204824
Men,Silver,Athletics,2004,Canada,CAN,-106.346771,56.130366
Men,Bronze,Athletics,2004,Austria,AUT,14.550072,47.516231
Men,Gold,Athletics,2004,Kuwait,KUW,47.481766,29.31166
Men,Silver,Athletics,2004,Korea,KOR,127.766922,35.907757
Men,Bronze,Athletics,2004,United States of America,USA,-95.712891,37.09024
Men,Gold,Athletics,2004,Netherlands,NED,5.291266,52.132633
Men,Silver,Athletics,2004,Japan,JPN,138.252924,36.204824
Men,Bronze,Athletics,2004,Canada,CAN,-106.346771,56.130366
Men,Gold,Athletics,2004,Spain,ESP,-3.74922,40.463667
Men,Silver,Athletics,2004,Tunisia,TUN,9.537499,33.886917
Men,Bronze,Athletics,2004,Brazil,BRA,-51.92528,-14.235004
Men,Gold,Athletics,2004,New Zealand,NZL,174.885971,-40.900557
Men,Silver,Athletics,2004,Brazil,BRA,-51.92528,-14.235004
Men,Bronze,Athletics,2004,Canada,CAN,-106.346771,56.130366
Men,Gold,Athletics,2004,Ukraine,UKR,31.16558,48.379433
Men,Silver,Athletics,2004,Tunisia,TUN,9.537499,33.886917
Men,Bronze,Athletics,2004,Poland,POL,19.145136,51.919438
Men,Gold,Athletics,2004,South Africa,RSA,22.937506,-30.559482
Men,Silver,Athletics,2004,Tunisia,TUN,9.537499,33.886917
Men,Bronze,Athletics,2004,Ireland,IRL,-8.24389,53.41291
Men,Gold,Athletics,2004,Great Britain,GBR,-3.435973,55.378051
Men,Silver,Athletics,2004,Algeria,ALG,1.659626,28.033886
Men,Bronze,Athletics,2004,Rwanda,RWA,29.873888,-1.940278
Men,Gold,Athletics,2004,Morocco,MAR,-7.09262,31.791702
Men,Silver,Athletics,2004,Austria,AUT,14.550072,47.516231
Men,Bronze,Athletics,2004,Canada,CAN,-106.346771,56.130366
Men,Gold,Athletics,2004,Australia,AUS,133.775136,-25.274398
Men,Silver,Athletics,2004,United States of America,USA,-95.712891,37.09024
Men,Bronze,Athletics,2004,Japan,JPN,138.252924,36.204824
Men,Gold,Athletics,2004,Japan,JPN,138.252924,36.204824
Men,Silver,Athletics,2004,South Africa,RSA,22.937506,-30.559482
Men,Bronze,Athletics,2004,Switzerland,SUI,8.227512,46.818188
Men,Gold,Athletics,2004,Morocco,MAR,-7.09262,31.791702
Men,Silver,Athletics,2004,Canada,CAN,-106.346771,56.130366
Men,Bronze,Athletics,2004,Algeria,ALG,1.659626,28.033886
Men,Gold,Athletics,2004,Tunisia,TUN,9.537499,33.886917
Men,Silver,Athletics,2004,Brazil,BRA,-51.92528,-14.235004
Men,Bronze,Athletics,2004,Kenya,KEN,37.906193,-0.023559
Men,Gold,Athletics,2004,Russia,RUS,105.318756,61.52401
Men,Silver,Athletics,2004,Spain,ESP,-3.74922,40.463667
Men,Bronze,Athletics,2004,China,CHN,104.195397,35.86166
Men,Gold,Athletics,2004,Tunisia,TUN,9.537499,33.886917
Men,Silver,Athletics,2004,Ukraine,UKR,31.16558,48.379433
Men,Bronze,Athletics,2004,Algeria,ALG,1.659626,28.033886
Men,Gold,Athletics,2004,Algeria,ALG,1.659626,28.033886
Men,Silver,Athletics,2004,Morocco,MAR,-7.09262,31.791702
Men,Bronze,Athletics,2004,Algeria,ALG,1.659626,28.033886
Men,Gold,Athletics,2004,Austria,AUT,14.550072,47.516231
Men,Silver,Athletics,2004,Spain,ESP,-3.74922,40.463667
Men,Bronze,Athletics,2004,Japan,JPN,138.252924,36.204824
Men,Gold,Athletics,2004,Mexico,MEX,-102.552784,23.634501
Men,Silver,Athletics,2004,South Africa,RSA,22.937506,-30.559482
Men,Bronze,Athletics,2004,Switzerland,SUI,8.227512,46.818188
Men,Gold,Athletics,2004,Kenya,KEN,37.906193,-0.023559
Men,Silver,Athletics,2004,Morocco,MAR,-7.09262,31.791702
Men,Bronze,Athletics,2004,Kenya,KEN,37.906193,-0.023559
Men,Gold,Athletics,2004,Tunisia,TUN,9.537499,33.886917
Men,Silver,Athletics,2004,Brazil,BRA,-51.92528,-14.235004
Men,Bronze,Athletics,2004,Kenya,KEN,37.906193,-0.023559
Men,Gold,Athletics,2004,Kenya,KEN,37.906193,-0.023559
Men,Silver,Athletics,2004,Panama,PAN,-80.782127,8.537981
Men,Bronze,Athletics,2004,Cuba,CUB,-77.781167,21.521757
Men,Gold,Athletics,2004,Algeria,ALG,1.659626,28.033886
Men,Silver,Athletics,2004,Spain,ESP,-3.74922,40.463667
Men,Bronze,Athletics,2004,Brazil,BRA,-51.92528,-14.235004
Men,Gold,Athletics,2004,Japan,JPN,138.252924,36.204824
Men,Silver,Athletics,2004,Austria,AUT,14.550072,47.516231
Men,Bronze,Athletics,2004,Spain,ESP,-3.74922,40.463667
Men,Gold,Athletics,2004,Australia,AUS,133.775136,-25.274398
Men,Silver,Athletics,2004,Mexico,MEX,-102.552784,23.634501
Men,Bronze,Athletics,2004,South Africa,RSA,22.937506,-30.559482
Men,Gold,Athletics,2004,Kenya,KEN,37.906193,-0.023559
Men,Silver,Athletics,2004,Portugal,POR,-8.224454,39.399872
Men,Bronze,Athletics,2004,Italy,ITA,12.56738,41.87194
Men,Gold,Athletics,2004,Tunisia,TUN,9.537499,33.886917
Men,Silver,Athletics,2004,Cuba,CUB,-77.781167,21.521757
Men,Bronze,Athletics,2004,Lithuania,LTU,23.881275,55.169438
Men,Gold,Athletics,2004,France,FRA,2.213749,46.227638
Men,Silver,Athletics,2004,Thailand,THA,100.992541,15.870032
Men,Bronze,Athletics,2004,Thailand,THA,100.992541,15.870032
Men,Gold,Athletics,2004,Japan,JPN,138.252924,36.204824
Men,Silver,Athletics,2004,Portugal,POR,-8.224454,39.399872
Men,Bronze,Athletics,2004,Italy,ITA,12.56738,41.87194
Men,Gold,Athletics,2004,Russia,RUS,105.318756,61.52401
Men,Silver,Athletics,2004,Australia,AUS,133.775136,-25.274398
Men,Bronze,Athletics,2004,Lithuania,LTU,23.881275,55.169438
Men,Gold,Athletics,2004,Italy,ITA,12.56738,41.87194
Men,Silver,Athletics,2004,Germany,GER,10.451526,51.165691
Men,Bronze,Athletics,2004,Mexico,MEX,-102.552784,23.634501
Men,Gold,Athletics,2004,Japan,JPN,138.252924,36.204824
Men,Silver,Athletics,2004,Austria,AUT,14.550072,47.516231
Men,Bronze,Athletics,2004,Canada,CAN,-106.346771,56.130366
Men,Gold,Athletics,2004,Australia,AUS,133.775136,-25.274398
Men,Silver,Athletics,2004,Canada,CAN,-106.346771,56.130366
Men,Bronze,Athletics,2004,Poland,POL,19.145136,51.919438
Men,Gold,Athletics,2004,China,CHN,104.195397,35.86166
Men,Silver,Athletics,2004,China,CHN,104.195397,35.86166
Men,Bronze,Athletics,2004,Austria,AUT,14.550072,47.516231
Men,Gold,Athletics,2004,China,CHN,104.195397,35.86166
Men,Silver,Athletics,2004,United States of America,USA,-95.712891,37.09024
Men,Bronze,Athletics,2004,China,CHN,104.195397,35.86166
Men,Gold,Athletics,2004,China,CHN,104.195397,35.86166
Men,Silver,Athletics,2004,United States of America,USA,-95.712891,37.09024
Men,Bronze,Athletics,2004,Russia,RUS,105.318756,61.52401
Men,Gold,Athletics,2004,Azerbaijan,AZE,47.576927,40.143105
Men,Silver,Athletics,2004,South Africa,RSA,22.937506,-30.559482
Men,Bronze,Athletics,2004,China,CHN,104.195397,35.86166
Men,Gold,Athletics,2004,Cuba,CUB,-77.781167,21.521757
Men,Silver,Athletics,2004,Belarus,BLR,27.953389,53.709807
Men,Bronze,Athletics,2004,Palestine,PLE,35.233154,31.952162
Men,Gold,Athletics,2004,China,CHN,104.195397,35.86166
Men,Silver,Athletics,2004,China,CHN,104.195397,35.86166
Men,Bronze,Athletics,2004,Australia,AUS,133.775136,-25.274398
Men,Gold,Athletics,2004,Germany,GER,10.451526,51.165691
Men,Silver,Athletics,2004,Italy,ITA,12.56738,41.87194
Men,Bronze,Athletics,2004,Germany,GER,10.451526,51.165691
Men,Gold,Athletics,2004,Switzerland,SUI,8.227512,46.818188
Men,Silver,Athletics,2004,Italy,ITA,12.56738,41.87194
Men,Bronze,Athletics,2004,United States of America,USA,-95.712891,37.09024
Men,Gold,Athletics,2004,Ukraine,UKR,31.16558,48.379433
Men,Silver,Athletics,2004,Morocco,MAR,-7.09262,31.791702
Men,Bronze,Athletics,2004,France,FRA,2.213749,46.227638
Men,Gold,Athletics,2004,China,CHN,104.195397,35.86166
Men,Silver,Athletics,2004,Azerbaijan,AZE,47.576927,40.143105
Men,Bronze,Athletics,2004,Russia,RUS,105.318756,61.52401
Men,Gold,Athletics,2004,China,CHN,104.195397,35.86166
Men,Silver,Athletics,2004,Belarus,BLR,27.953389,53.709807
Men,Bronze,Athletics,2004,Ukraine,UKR,31.16558,48.379433
Men,Gold,Athletics,2004,Ukraine,UKR,31.16558,48.379433
Men,Silver,Athletics,2004,China,CHN,104.195397,35.86166
Men,Bronze,Athletics,2004,China,CHN,104.195397,35.86166
Men,Gold,Athletics,2004,Spain,ESP,-3.74922,40.463667
Men,Silver,Athletics,2004,Austria,AUT,14.550072,47.516231
Men,Bronze,Athletics,2004,Ukraine,UKR,31.16558,48.379433
Men,Gold,Athletics,2004,China,CHN,104.195397,35.86166
Men,Silver,Athletics,2004,Ukraine,UKR,31.16558,48.379433
Men,Bronze,Athletics,2004,Australia,AUS,133.775136,-25.274398
Men,Gold,Athletics,2004,Algeria,ALG,1.659626,28.033886
Men,Silver,Athletics,2004,United Arab Emirates,UAE,53.847818,23.424076
Men,Bronze,Athletics,2004,Kuwait,KUW,47.481766,29.31166
Men,Gold,Athletics,2004,Czech Republic,CZE,15.472962,49.817492
Men,Silver,Athletics,2004,Australia,AUS,133.775136,-25.274398
Men,Bronze,Athletics,2004,Iran,IRI,53.688046,32.427908
Men,Gold,Athletics,2004,China,CHN,104.195397,35.86166
Men,Silver,Athletics,2004,Latvia,LAT,24.603189,56.879635
Men,Bronze,Athletics,2004,France,FRA,2.213749,46.227638
Men,Gold,Athletics,2004,Poland,POL,19.145136,51.919438
Men,Silver,Athletics,2004,Netherlands,NED,5.291266,52.132633
Men,Bronze,Athletics,2004,Australia,AUS,133.775136,-25.274398
Men,Gold,Athletics,2004,Poland,POL,19.145136,51.919438
Men,Silver,Athletics,2004,Bahrain,BRN,50.637772,25.930414
Men,Bronze,Athletics,2004,Poland,POL,19.145136,51.919438
Men,Gold,Athletics,2004,Ukraine,UKR,31.16558,48.379433
Men,Silver,Athletics,2004,Germany,GER,10.451526,51.165691
Men,Bronze,Athletics,2004,Czech Republic,CZE,15.472962,49.817492
Men,Gold,Athletics,2004,Slovakia,SVK,19.699024,48.669026
Men,Silver,Athletics,2004,Germany,GER,10.451526,51.165691
Men,Bronze,Athletics,2004,Iran,IRI,53.688046,32.427908
Men,Gold,Athletics,2004,South Africa,RSA,22.937506,-30.559482
Men,Silver,Athletics,2004,Belarus,BLR,27.953389,53.709807
Men,Bronze,Athletics,2004,Iran,IRI,53.688046,32.427908
Men,Gold,Athletics,2004,Denmark,DEN,9.501785,56.26392
Men,Silver,Athletics,2004,United States of America,USA,-95.712891,37.09024
Men,Bronze,Athletics,2004,Cuba,CUB,-77.781167,21.521757
Men,Gold,Athletics,2004,New Zealand,NZL,174.885971,-40.900557
Men,Silver,Athletics,2004,Greece,GRE,21.824312,39.074208
Men,Bronze,Athletics,2004,Germany,GER,10.451526,51.165691
Men,Gold,Athletics,2004,Mexico,MEX,-102.552784,23.634501
Men,Silver,Athletics,2004,Palestine,PLE,35.233154,31.952162
Men,Bronze,Athletics,2004,Greece,GRE,21.824312,39.074208
Men,Gold,Athletics,2004,Austria,AUT,14.550072,47.516231
Men,Silver,Athletics,2004,Austria,AUT,14.550072,47.516231
Men,Bronze,Athletics,2004,Finland,FIN,25.748151,61.92411
Men,Gold,Athletics,2004,Poland,POL,19.145136,51.919438
Men,Silver,Athletics,2004,Germany,GER,10.451526,51.165691
Men,Bronze,Athletics,2004,Denmark,DEN,9.501785,56.26392
Men,Gold,Athletics,2004,South Africa,RSA,22.937506,-30.559482
Men,Silver,Athletics,2004,Jordan,JOR,36.238414,30.585164
Men,Bronze,Athletics,2004,Slovakia,SVK,19.699024,48.669026
Men,Gold,Athletics,2004,Egypt,EGY,30.802498,26.820553
Men,Silver,Athletics,2004,Poland,POL,19.145136,51.919438
Men,Bronze,Athletics,2004,Egypt,EGY,30.802498,26.820553
Men,Gold,Athletics,2004,China,CHN,104.195397,35.86166
Men,Silver,Athletics,2004,Russia,RUS,105.318756,61.52401
Men,Bronze,Athletics,2004,Lithuania,LTU,23.881275,55.169438
Men,Gold,Athletics,2004,Ukraine,UKR,31.16558,48.379433
Men,Silver,Athletics,2004,Algeria,ALG,1.659626,28.033886
Men,Bronze,Athletics,2004,Belarus,BLR,27.953389,53.709807
Men,Gold,Athletics,2004,Iran,IRI,53.688046,32.427908
Men,Silver,Athletics,2004,Great Britain,GBR,-3.435973,55.378051
Men,Bronze,Athletics,2004,United Arab Emirates,UAE,53.847818,23.424076
Men,Gold,Athletics,2004,China,CHN,104.195397,35.86166
Men,Silver,Athletics,2004,China,CHN,104.195397,35.86166
Men,Bronze,Athletics,2004,Latvia,LAT,24.603189,56.879635
Men,Gold,Athletics,2004,Czech Republic,CZE,15.472962,49.817492
Men,Silver,Athletics,2004,Netherlands,NED,5.291266,52.132633
Men,Bronze,Athletics,2004,South Africa,RSA,22.937506,-30.559482
Men,Gold,Athletics,2004,Poland,POL,19.145136,51.919438
Men,Silver,Athletics,2004,Tunisia,TUN,9.537499,33.886917
Men,Bronze,Athletics,2004,Egypt,EGY,30.802498,26.820553
Men,Gold,Athletics,2004,Ukraine,UKR,31.16558,48.379433
Men,Silver,Athletics,2004,Iran,IRI,53.688046,32.427908
Men,Bronze,Athletics,2004,Germany,GER,10.451526,51.165691
Men,Gold,Athletics,2004,South Africa,RSA,22.937506,-30.559482
Men,Silver,Athletics,2004,Belgium,BEL,4.469936,50.503887
Men,Bronze,Athletics,2004,Lithuania,LTU,23.881275,55.169438
Men,Gold,Athletics,2004,Great Britain,GBR,-3.435973,55.378051
Men,Silver,Athletics,2004,Denmark,DEN,9.501785,56.26392
Men,Bronze,Athletics,2004,China,CHN,104.195397,35.86166
Men,Gold,Athletics,2004,Czech Republic,CZE,15.472962,49.817492
Men,Silver,Athletics,2004,Ireland,IRL,-8.24389,53.41291
Men,Bronze,Athletics,2004,Great Britain,GBR,-3.435973,55.378051
Men,Gold,Athletics,2004,Latvia,LAT,24.603189,56.879635
Men,Silver,Athletics,2004,Germany,GER,10.451526,51.165691
Men,Bronze,Athletics,2004,New Zealand,NZL,174.885971,-40.900557
Men,Gold,Athletics,2004,Jamaica,JAM,-77.297508,18.109581
Men,Silver,Athletics,2004,Japan,JPN,138.252924,36.204824
Men,Bronze,Athletics,2004,Egypt,EGY,30.802498,26.820553
Men,Gold,Athletics,2004,China,CHN,104.195397,35.86166
Men,Silver,Athletics,2004,Greece,GRE,21.824312,39.074208
Men,Bronze,Athletics,2004,Czech Republic,CZE,15.472962,49.817492
Men,Gold,Athletics,2004,Czech Republic,CZE,15.472962,49.817492
Men,Silver,Athletics,2004,Iran,IRI,53.688046,32.427908
Men,Bronze,Athletics,2004,Iran,IRI,53.688046,32.427908
Men,Gold,Athletics,2004,Iran,IRI,53.688046,32.427908
Men,Silver,Athletics,2004,Czech Republic,CZE,15.472962,49.817492
Men,Bronze,Athletics,2004,Jamaica,JAM,-77.297508,18.109581
Men,Gold,Athletics,2004,Czech Republic,CZE,15.472962,49.817492
Men,Silver,Athletics,2004,China,CHN,104.195397,35.86166
Men,Bronze,Athletics,2004,Egypt,EGY,30.802498,26.820553
Men,Gold,Athletics,2004,China,CHN,104.195397,35.86166
Men,Silver,Athletics,2004,Egypt,EGY,30.802498,26.820553
Men,Bronze,Athletics,2004,Iran,IRI,53.688046,32.427908
Men,Gold,Athletics,2004,Austria,AUT,14.550072,47.516231
Men,Silver,Athletics,2004,Germany,GER,10.451526,51.165691
Men,Bronze,Athletics,2004,Japan,JPN,138.252924,36.204824
Men,Gold,Athletics,2004,Belarus,BLR,27.953389,53.709807
Men,Silver,Athletics,2004,Poland,POL,19.145136,51.919438
Men,Bronze,Athletics,2004,Serbia,SCG,21.005859,44.016521
Men,Gold,Athletics,2004,Chinese Taipei,TPE,120.960515,23.69781
Men,Silver,Athletics,2004,China,CHN,104.195397,35.86166
Men,Bronze,Athletics,2004,Canada,CAN,-106.346771,56.130366
Men,Gold,Athletics,2004,China,CHN,104.195397,35.86166
Men,Silver,Athletics,2004,South Africa,RSA,22.937506,-30.559482
Men,Bronze,Athletics,2004,France,FRA,2.213749,46.227638
